Date,open,high,low,close,volume,dividends,stock splits,capital gains,5_day_MA,20_day_MA,60_day_MA,target_5,target_5_label,target_10,target_10_label,target_15,target_15_label
1993-04-26 00:00:00-04:00,24.792200228565456,24.880680600544633,24.50906303823209,24.57984733581543,62600,0.0,0.0,0.0,24.930236434936525,25.237269020080568,25.21740328470866,25.093055725097656,1,25.16382598876953,1,25.00457000732422,1
1993-04-27 00:00:00-04:00,24.544471030221708,24.845304489135746,24.544471030221708,24.845304489135746,156800,0.0,0.0,0.0,24.8559139251709,25.202761363983154,25.218762811024984,25.18153190612793,1,25.27000617980957,1,24.98685836791992,1
1993-04-28 00:00:00-04:00,24.809909523767203,24.86299777524459,24.756821272289812,24.792213439941406,85900,0.0,0.0,0.0,24.774512481689452,25.16206092834473,25.21630194981893,25.252300262451172,1,25.23460578918457,1,25.50006103515625,1
1993-04-29 00:00:00-04:00,24.84530346835854,24.898391723632812,24.703734787627155,24.898391723632812,85000,0.0,0.0,0.0,24.778052520751952,25.127553462982178,25.21473019917806,25.16382598876953,1,24.93379020690918,1,25.570829391479492,1
1993-04-30 00:00:00-04:00,24.986878475625097,25.075358923484956,24.933790206909176,24.93379020690918,88500,0.0,0.0,0.0,24.809909439086915,25.099239921569826,25.209345149993897,25.110734939575195,1,24.916088104248047,-1,25.34079360961914,1
1993-05-03 00:00:00-04:00,24.96918309457884,25.093055725097656,24.863006554134135,25.093055725097656,80500,0.0,0.0,0.0,24.91255111694336,25.10543375015259,25.204853057861328,25.16382598876953,1,25.00457000732422,-1,25.44696807861328,1
1993-05-04 00:00:00-04:00,25.146139731980178,25.270012341497317,25.11074755783242,25.18153190612793,149100,0.0,0.0,0.0,24.979796600341796,25.1098575592041,25.202129364013672,25.27000617980957,1,24.98685836791992,-1,25.50006103515625,1
1993-05-05 00:00:00-04:00,25.18151595898249,25.34078064178702,25.18151595898249,25.252300262451172,109000,0.0,0.0,0.0,25.07181396484375,25.12135992050171,25.2005851427714,25.23460578918457,-1,25.50006103515625,1,25.81859016418457,1
1993-05-06 00:00:00-04:00,25.216914229252165,25.234610309413043,25.14612990860865,25.16382598876953,54700,0.0,0.0,0.0,25.124900817871097,25.124014472961427,25.20050182342529,24.93379020690918,-1,25.570829391479492,1,25.730104446411133,1
1993-05-07 00:00:00-04:00,25.18151925230127,25.18151925230127,25.07534278321216,25.110734939575195,68000,0.0,0.0,0.0,25.160289764404297,25.12578363418579,25.198946475982662,24.916088104248047,-1,25.34079360961914,1,25.60622215270996,1
1993-05-10 00:00:00-04:00,25.14612990860865,25.30539463005656,25.14612990860865,25.16382598876953,113900,0.0,0.0,0.0,25.174443817138673,25.11251106262207,25.196221001942952,25.00457000732422,-1,25.44696807861328,1,25.85397148132324,1
1993-05-11 00:00:00-04:00,25.16382968325575,25.27000617980957,25.093045352219868,25.27000617980957,42600,0.0,0.0,0.0,25.192138671875,25.101893043518068,25.198494466145835,24.98685836791992,-1,25.50006103515625,1,25.81859016418457,1
1993-05-12 00:00:00-04:00,25.16382148122052,25.252301866175586,25.16382148122052,25.23460578918457,31000,0.0,0.0,0.0,25.18859977722168,25.09127492904663,25.2107453028361,25.50006103515625,1,25.81859016418457,1,25.730104446411133,1
1993-05-13 00:00:00-04:00,25.128447192200873,25.128447192200873,24.91609411733721,24.93379020690918,129100,0.0,0.0,0.0,25.14259262084961,25.065616035461424,25.21827637354533,25.570829391479492,1,25.730104446411133,1,25.64162254333496,1
1993-05-14 00:00:00-04:00,24.93378418954936,25.00456853075461,24.898392018946737,24.916088104248047,63500,0.0,0.0,0.0,25.10366325378418,25.039072036743164,25.2258061726888,25.34079360961914,1,25.60622215270996,1,25.553144454956055,1
1993-05-17 00:00:00-04:00,24.986873920977917,25.00457000732422,24.880697402900104,25.00457000732422,34000,0.0,0.0,0.0,25.071812057495116,25.022260856628417,25.233342552185057,25.44696807861328,1,25.85397148132324,1,25.32309341430664,1
1993-05-18 00:00:00-04:00,25.022250518582695,25.039946593914088,24.898377991262983,24.98685836791992,105200,0.0,0.0,0.0,25.015182495117188,25.01075792312622,25.23911612828573,25.50006103515625,1,25.81859016418457,1,25.411571502685547,1
1993-05-19 00:00:00-04:00,24.986874518834576,25.50006103515625,24.82760973790716,25.50006103515625,50200,0.0,0.0,0.0,25.068273544311523,25.0257999420166,25.25373649597168,25.81859016418457,1,25.730104446411133,1,25.429277420043945,-1
1993-05-20 00:00:00-04:00,25.500045088665708,25.570829391479492,25.44695686155537,25.570829391479492,98200,0.0,0.0,0.0,25.195681381225587,25.06030683517456,25.26425256729126,25.730104446411133,1,25.64162254333496,1,25.535457611083984,-1
1993-05-21 00:00:00-04:00,25.58853879854,25.623930968385835,25.323097524696223,25.34079360961914,221400,0.0,0.0,0.0,25.280622482299805,25.0886212348938,25.27005418141683,25.60622215270996,1,25.553144454956055,1,25.50006103515625,1
1993-05-24 00:00:00-04:00,25.39387982810157,25.5354484961328,25.39387982810157,25.44696807861328,30500,0.0,0.0,0.0,25.36910209655762,25.13197727203369,25.277038447062175,25.85397148132324,1,25.32309341430664,-1,25.44696807861328,-1
1993-05-25 00:00:00-04:00,25.55314929546539,25.55314929546539,25.50006103515625,25.50006103515625,191800,0.0,0.0,0.0,25.471742630004883,25.16471509933472,25.286081504821777,25.81859016418457,1,25.411571502685547,-1,25.50006103515625,-1
1993-05-26 00:00:00-04:00,25.570844953561824,25.836286250657626,25.553148867088773,25.81859016418457,102400,0.0,0.0,0.0,25.535448455810545,25.216033935546875,25.294268767038982,25.730104446411133,-1,25.429277420043945,-1,25.58854103088379,-1
1993-05-27 00:00:00-04:00,25.853977026276933,25.853977026276933,25.694712280735185,25.730104446411133,53800,0.0,0.0,0.0,25.567303466796876,25.25761957168579,25.299220021565755,25.64162254333496,-1,25.535457611083984,-1,25.377819061279297,-1
1993-05-28 00:00:00-04:00,25.71239860945927,25.71239860945927,25.48234961983576,25.60622215270996,79100,0.0,0.0,0.0,25.62038917541504,25.29124116897583,25.30445499420166,25.553144454956055,-1,25.50006103515625,-1,25.431276321411133,-1
1993-06-01 00:00:00-04:00,25.69470676993932,25.94245187653653,25.659314611854004,25.85397148132324,28300,0.0,0.0,0.0,25.70178985595703,25.329286956787108,25.31499325434367,25.32309341430664,-1,25.44696807861328,-1,25.449108123779297,-1
1993-06-02 00:00:00-04:00,25.783197991238463,25.907070596549836,25.677021472400146,25.81859016418457,20300,0.0,0.0,0.0,25.765495681762697,25.361139869689943,25.315548515319826,25.411571502685547,-1,25.50006103515625,-1,25.217416763305664,-1
1993-06-03 00:00:00-04:00,25.765496612087073,25.765496612087073,25.677016197897213,25.730104446411133,21600,0.0,0.0,0.0,25.74779853820801,25.38503007888794,25.31609649658203,25.429277420043945,-1,25.58854103088379,-1,25.5560302734375,-1
1993-06-04 00:00:00-04:00,25.65931862514541,25.65931862514541,25.53544605247229,25.64162254333496,32000,0.0,0.0,0.0,25.730102157592775,25.408919906616212,25.314289156595866,25.535457611083984,-1,25.377819061279297,-1,25.538206100463867,-1
1993-06-07 00:00:00-04:00,25.694713122296537,25.694713122296537,25.553144454956055,25.553144454956055,121400,0.0,0.0,0.0,25.71948661804199,25.431040382385255,25.312181536356608,25.50006103515625,-1,25.431276321411133,-1,25.823362350463867,1
1993-06-08 00:00:00-04:00,25.4823581527614,25.4823581527614,25.32309341430664,25.32309341430664,104500,0.0,0.0,0.0,25.61331100463867,25.43900375366211,25.310642687479653,25.44696807861328,1,25.449108123779297,1,25.698596954345703,1
1993-06-09 00:00:00-04:00,25.411571502685543,25.517747985287293,25.376179341818293,25.411571502685547,43300,0.0,0.0,0.0,25.531907272338863,25.446082019805907,25.3085236231486,25.50006103515625,1,25.217416763305664,-1,25.698596954345703,1
1993-06-10 00:00:00-04:00,25.393885245485777,25.44697350732303,25.340796983648524,25.429277420043945,17900,0.0,0.0,0.0,25.47174186706543,25.45581560134888,25.306699657440184,25.58854103088379,1,25.5560302734375,1,25.62732696533203,1
1993-06-11 00:00:00-04:00,25.517761521263413,25.570849790725127,25.42928107216056,25.535457611083984,647400,0.0,0.0,0.0,25.450508880615235,25.485898971557617,25.309287389119465,25.377819061279297,-1,25.538206100463867,1,25.48474502563477,-1
1993-06-14 00:00:00-04:00,25.570845382235103,25.588541469004813,25.50006103515625,25.50006103515625,64200,0.0,0.0,0.0,25.439892196655272,25.515097618103027,25.30864315032959,25.431276321411133,-1,25.823362350463867,1,25.217416763305664,-1
1993-06-15 00:00:00-04:00,25.5354484961328,25.553144579636704,25.446968078613285,25.44696807861328,142400,0.0,0.0,0.0,25.4646671295166,25.53721752166748,25.30775826772054,25.449108123779297,1,25.698596954345703,1,25.28869247436523,-1
1993-06-16 00:00:00-04:00,25.44697277484711,25.50006103515625,25.37618842776826,25.50006103515625,330900,0.0,0.0,0.0,25.48236503601074,25.562877655029297,25.310117944081625,25.217416763305664,-1,25.698596954345703,1,25.5738582611084,1
1993-06-17 00:00:00-04:00,25.55314885795034,25.588541030883793,25.500060598550167,25.58854103088379,37400,0.0,0.0,0.0,25.51421775817871,25.567301654815672,25.31306743621826,25.5560302734375,-1,25.62732696533203,1,25.64513778686523,1
1993-06-18 00:00:00-04:00,25.573855584926815,25.573855584926815,25.377819061279293,25.377819061279297,58500,0.318,0.0,0.0,25.482690048217773,25.557651138305665,25.312504895528157,25.538206100463867,1,25.48474502563477,1,25.62732696533203,1
1993-06-21 00:00:00-04:00,25.4490978184829,25.4490978184829,25.3956333272676,25.431276321411133,29300,0.0,0.0,0.0,25.46893310546875,25.562175273895264,25.310179011027017,25.823362350463867,1,25.217416763305664,-1,25.609495162963867,1
1993-06-22 00:00:00-04:00,25.466929628067657,25.466929628067657,25.413465115202573,25.449108123779297,137500,0.0,0.0,0.0,25.46936111450195,25.562282276153564,25.31050952275594,25.698596954345703,1,25.28869247436523,-1,25.698596954345703,1
1993-06-23 00:00:00-04:00,25.449096210601052,25.449096210601052,25.217416763305664,25.217416763305664,227600,0.0,0.0,0.0,25.412832260131836,25.548150062561035,25.305208841959637,25.698596954345703,1,25.5738582611084,1,25.591676712036133,1
1993-06-24 00:00:00-04:00,25.288707781037523,25.556030273437496,25.288707781037523,25.5560302734375,243700,0.0,0.0,0.0,25.406330108642575,25.53502206802368,25.304372310638428,25.62732696533203,1,25.64513778686523,1,25.520387649536133,-1
1993-06-25 00:00:00-04:00,25.53820610046387,25.609492090974584,25.52038460283619,25.538206100463867,44800,0.0,0.0,0.0,25.438407516479497,25.52542715072632,25.303533395131428,25.48474502563477,-1,25.62732696533203,1,25.50255584716797,-1
1993-06-28 00:00:00-04:00,25.66296879549204,25.823362350463867,25.62732578327608,25.823362350463867,439900,0.0,0.0,0.0,25.51682472229004,25.536284160614013,25.308921750386556,25.217416763305664,-1,25.609495162963867,-1,25.5738582611084,-1
1993-06-29 00:00:00-04:00,25.787704433382967,25.787704433382967,25.6629539627308,25.698596954345703,207500,0.0,0.0,0.0,25.56672248840332,25.528515434265135,25.321078713734945,25.28869247436523,-1,25.698596954345703,-1,25.5560302734375,-1
1993-06-30 00:00:00-04:00,25.73423994596061,25.787704433382967,25.6629539627308,25.698596954345703,437600,0.0,0.0,0.0,25.662958526611327,25.522515773773193,25.331171067555747,25.5738582611084,-1,25.591676712036133,-1,25.377819061279297,-1
