Date,open,high,low,close,volume,dividends,stock splits,capital gains,5_day_MA,20_day_MA,60_day_MA
1993-05-12 00:00:00-04:00,25.16382148122052,25.252301866175586,25.16382148122052,25.23460578918457,31000,0.0,0.0,0.0,25.18859977722168,25.09127492904663,25.2107453028361
1993-05-13 00:00:00-04:00,25.128447192200873,25.128447192200873,24.916094117337206,24.93379020690918,129100,0.0,0.0,0.0,25.14259262084961,25.065616035461424,25.21827637354533
1993-05-14 00:00:00-04:00,24.93378418954936,25.00456853075461,24.898392018946737,24.916088104248047,63500,0.0,0.0,0.0,25.10366325378418,25.039072036743164,25.225806172688802
1993-05-17 00:00:00-04:00,24.986873920977917,25.00457000732422,24.880697402900104,25.00457000732422,34000,0.0,0.0,0.0,25.071812057495116,25.022260856628417,25.233342552185057
1993-05-18 00:00:00-04:00,25.022250518582698,25.039946593914088,24.898377991262983,24.986858367919922,105200,0.0,0.0,0.0,25.015182495117188,25.01075792312622,25.239116128285726
1993-05-19 00:00:00-04:00,24.986874518834576,25.50006103515625,24.82760973790716,25.50006103515625,50200,0.0,0.0,0.0,25.068273544311523,25.0257999420166,25.25373649597168
1993-05-20 00:00:00-04:00,25.500045088665708,25.570829391479492,25.44695686155537,25.570829391479492,98200,0.0,0.0,0.0,25.195681381225587,25.06030683517456,25.26425256729126
1993-05-21 00:00:00-04:00,25.58853879854,25.623930968385835,25.323097524696223,25.34079360961914,221400,0.0,0.0,0.0,25.280622482299805,25.0886212348938,25.27005418141683
1993-05-24 00:00:00-04:00,25.39387982810157,25.5354484961328,25.39387982810157,25.44696807861328,30500,0.0,0.0,0.0,25.36910209655762,25.13197727203369,25.277038447062175
1993-05-25 00:00:00-04:00,25.55314929546539,25.55314929546539,25.50006103515625,25.50006103515625,191800,0.0,0.0,0.0,25.471742630004883,25.164715099334718,25.286081504821777
1993-05-26 00:00:00-04:00,25.570844953561824,25.836286250657622,25.553148867088773,25.81859016418457,102400,0.0,0.0,0.0,25.535448455810545,25.216033935546875,25.294268767038982
1993-05-27 00:00:00-04:00,25.853977026276933,25.853977026276933,25.694712280735185,25.730104446411133,53800,0.0,0.0,0.0,25.567303466796876,25.25761957168579,25.299220021565755
1993-05-28 00:00:00-04:00,25.712398609459274,25.712398609459274,25.48234961983576,25.60622215270996,79100,0.0,0.0,0.0,25.62038917541504,25.29124116897583,25.30445499420166
1993-06-01 00:00:00-04:00,25.69470676993932,25.94245187653653,25.659314611854004,25.853971481323242,28300,0.0,0.0,0.0,25.70178985595703,25.329286956787108,25.31499325434367
1993-06-02 00:00:00-04:00,25.783197991238463,25.907070596549836,25.677021472400142,25.81859016418457,20300,0.0,0.0,0.0,25.765495681762694,25.361139869689943,25.315548515319826
1993-06-03 00:00:00-04:00,25.765496612087073,25.765496612087073,25.677016197897213,25.730104446411133,21600,0.0,0.0,0.0,25.74779853820801,25.38503007888794,25.31609649658203
1993-06-04 00:00:00-04:00,25.65931862514541,25.65931862514541,25.53544605247229,25.64162254333496,32000,0.0,0.0,0.0,25.730102157592775,25.408919906616212,25.314289156595866
1993-06-07 00:00:00-04:00,25.694713122296534,25.694713122296534,25.553144454956055,25.553144454956055,121400,0.0,0.0,0.0,25.71948661804199,25.431040382385255,25.312181536356608
1993-06-08 00:00:00-04:00,25.4823581527614,25.4823581527614,25.32309341430664,25.32309341430664,104500,0.0,0.0,0.0,25.61331100463867,25.43900375366211,25.310642687479653
1993-06-09 00:00:00-04:00,25.411571502685543,25.517747985287293,25.376179341818293,25.411571502685547,43300,0.0,0.0,0.0,25.531907272338866,25.446082019805907,25.3085236231486
1993-06-10 00:00:00-04:00,25.393885245485777,25.44697350732303,25.340796983648524,25.429277420043945,17900,0.0,0.0,0.0,25.47174186706543,25.455815601348878,25.306699657440184
1993-06-11 00:00:00-04:00,25.517761521263413,25.570849790725127,25.42928107216056,25.535457611083984,647400,0.0,0.0,0.0,25.450508880615235,25.485898971557617,25.309287389119465
1993-06-14 00:00:00-04:00,25.570845382235103,25.588541469004813,25.50006103515625,25.50006103515625,64200,0.0,0.0,0.0,25.439892196655272,25.515097618103027,25.30864315032959
1993-06-15 00:00:00-04:00,25.5354484961328,25.553144579636704,25.446968078613285,25.44696807861328,142400,0.0,0.0,0.0,25.464667129516602,25.53721752166748,25.30775826772054
1993-06-16 00:00:00-04:00,25.44697277484711,25.50006103515625,25.37618842776826,25.50006103515625,330900,0.0,0.0,0.0,25.48236503601074,25.562877655029297,25.310117944081625
1993-06-17 00:00:00-04:00,25.55314885795034,25.588541030883793,25.500060598550167,25.58854103088379,37400,0.0,0.0,0.0,25.51421775817871,25.567301654815672,25.31306743621826
1993-06-18 00:00:00-04:00,25.573855584926818,25.573855584926818,25.377819061279293,25.377819061279297,58500,0.318,0.0,0.0,25.482690048217773,25.557651138305665,25.312504895528157
1993-06-21 00:00:00-04:00,25.4490978184829,25.4490978184829,25.3956333272676,25.431276321411133,29300,0.0,0.0,0.0,25.46893310546875,25.562175273895264,25.310179011027017
1993-06-22 00:00:00-04:00,25.466929628067657,25.466929628067657,25.413465115202573,25.449108123779297,137500,0.0,0.0,0.0,25.469361114501954,25.562282276153564,25.31050952275594
1993-06-23 00:00:00-04:00,25.449096210601052,25.449096210601052,25.217416763305664,25.217416763305664,227600,0.0,0.0,0.0,25.412832260131836,25.548150062561035,25.305208841959637
1993-06-24 00:00:00-04:00,25.288707781037523,25.556030273437496,25.288707781037523,25.5560302734375,243700,0.0,0.0,0.0,25.406330108642578,25.535022068023682,25.304372310638428
1993-06-25 00:00:00-04:00,25.53820610046387,25.609492090974584,25.52038460283619,25.538206100463867,44800,0.0,0.0,0.0,25.438407516479494,25.52542715072632,25.303533395131428
1993-06-28 00:00:00-04:00,25.66296879549204,25.823362350463867,25.627325783276078,25.823362350463867,439900,0.0,0.0,0.0,25.51682472229004,25.536284160614013,25.308921750386556
1993-06-29 00:00:00-04:00,25.787704433382967,25.787704433382967,25.6629539627308,25.698596954345703,207500,0.0,0.0,0.0,25.56672248840332,25.528515434265138,25.321078713734945
1993-06-30 00:00:00-04:00,25.73423994596061,25.787704433382967,25.6629539627308,25.698596954345703,437600,0.0,0.0,0.0,25.662958526611327,25.522515773773193,25.331171067555747
1993-07-01 00:00:00-04:00,25.734256006911995,25.734256006911995,25.591683951472042,25.62732696533203,605700,0.0,0.0,0.0,25.677217864990233,25.51737689971924,25.341255633036294
1993-07-02 00:00:00-04:00,25.538209525688547,25.556031025706474,25.395637525545137,25.484745025634766,285400,0.0,0.0,0.0,25.666525650024415,25.50953302383423,25.34748913447062
1993-07-06 00:00:00-04:00,25.449096210601052,25.52038219438425,25.18177377141407,25.217416763305664,246400,0.0,0.0,0.0,25.545336532592774,25.49274663925171,25.349856885274253
1993-07-07 00:00:00-04:00,25.199585030833294,25.324335451778012,25.199585030833294,25.288692474365234,343700,0.0,0.0,0.0,25.46335563659668,25.491026592254638,25.347513802846272
1993-07-08 00:00:00-04:00,25.306535700887757,25.627322773152528,25.270892692858336,25.5738582611084,248200,0.0,0.0,0.0,25.43840789794922,25.49914093017578,25.34903866449992
1993-07-09 00:00:00-04:00,25.573851788847538,25.64513778686523,25.52038729033427,25.645137786865234,378200,0.0,0.0,0.0,25.44197006225586,25.509933948516846,25.352341492970783
1993-07-12 00:00:00-04:00,25.609505458402037,25.645148472262026,25.573862444542048,25.62732696533203,373700,0.0,0.0,0.0,25.470486450195313,25.51452741622925,25.355347474416096
1993-07-13 00:00:00-04:00,25.645138162494785,25.71642416155662,25.4669231648402,25.609495162963867,389600,0.0,0.0,0.0,25.548902130126955,25.51999912261963,25.358056259155273
1993-07-14 00:00:00-04:00,25.627310971115897,25.769882937575513,25.609489475308447,25.698596954345703,617300,0.0,0.0,0.0,25.630883026123048,25.53258056640625,25.36401964823405
1993-07-15 00:00:00-04:00,25.680784221479154,25.680784221479154,25.538212206370318,25.591676712036133,443800,0.0,0.0,0.0,25.634446716308595,25.537161350250244,25.37026564280192
1993-07-16 00:00:00-04:00,25.609495148312448,25.62731664806771,25.484744650025608,25.520387649536133,216400,0.0,0.0,0.0,25.609496688842775,25.533753681182862,25.375618426005044
1993-07-19 00:00:00-04:00,25.52037733972364,25.52037733972364,25.431269876945276,25.50255584716797,188200,0.0,0.0,0.0,25.58454246520996,25.539990520477296,25.385982831319172
1993-07-20 00:00:00-04:00,25.48475074103485,25.573858261108402,25.360000212931883,25.5738582611084,68500,0.0,0.0,0.0,25.57741508483887,25.547119617462158,25.399305375417075
1993-07-21 00:00:00-04:00,25.538208773944167,25.556030273437496,25.46692277597084,25.5560302734375,142700,0.0,0.0,0.0,25.548901748657226,25.55246572494507,25.415575091044108
1993-07-22 00:00:00-04:00,25.520391078477495,25.556034082777042,25.377819061279293,25.377819061279297,632400,0.0,0.0,0.0,25.50613021850586,25.56048583984375,25.424450333913168
1993-07-23 00:00:00-04:00,25.431269876945276,25.502555847167965,25.413448384389604,25.50255584716797,286200,0.0,0.0,0.0,25.502563858032225,25.557812118530272,25.43628937403361
1993-07-26 00:00:00-04:00,25.573851788847538,25.698602285378502,25.573851788847538,25.645137786865234,121300,0.0,0.0,0.0,25.53108024597168,25.56315870285034,25.44873514175415
1993-07-27 00:00:00-04:00,25.66296997919202,25.68079148612201,25.53821943068206,25.62732696533203,92800,0.0,0.0,0.0,25.541773986816406,25.55335693359375,25.460294087727863
1993-07-28 00:00:00-04:00,25.573858261108402,25.627322773152528,25.53821525307898,25.5738582611084,30800,0.0,0.0,0.0,25.545339584350586,25.547119998931883,25.468307463328042
1993-07-29 00:00:00-04:00,25.62731363900569,25.787707117970257,25.591670643680228,25.716421127319336,331000,0.0,0.0,0.0,25.613059997558594,25.548011207580565,25.477222283681233
1993-07-30 00:00:00-04:00,25.71643029322608,25.71643029322608,25.53821525307898,25.5738582611084,75300,0.0,0.0,0.0,25.62732048034668,25.545337772369386,25.482581583658853
1993-08-02 00:00:00-04:00,25.609494787856384,25.73424528438735,25.609494787856384,25.645137786865234,41300,0.0,0.0,0.0,25.62732048034668,25.55335741043091,25.49060344696045
1993-08-03 00:00:00-04:00,25.69861069255405,25.769896713892617,25.573860155211552,25.662967681884766,81600,0.0,0.0,0.0,25.634448623657228,25.575634956359863,25.49980732599894
1993-08-04 00:00:00-04:00,25.662967681884766,25.71643219788869,25.591681660546197,25.662967681884766,434000,0.0,0.0,0.0,25.6522705078125,25.59434871673584,25.50812635421753
1993-08-05 00:00:00-04:00,25.662959662260246,25.662959662260246,25.573852163432953,25.609495162963867,36800,0.0,0.0,0.0,25.630885314941406,25.596130561828613,25.51378450393677
1993-08-06 00:00:00-04:00,25.68078078587408,25.698602285378502,25.609494787856384,25.645137786865234,402300,0.0,0.0,0.0,25.645141220092775,25.596130561828613,25.520626703898113
1993-08-09 00:00:00-04:00,25.716416582372492,25.85898853847712,25.662952098833255,25.787702560424805,828200,0.0,0.0,0.0,25.67365417480469,25.604149341583252,25.534858576456706
1993-08-10 00:00:00-04:00,25.769882202148438,25.787703697447295,25.734239211550722,25.769882202148438,604900,0.0,0.0,0.0,25.69503707885742,25.61216869354248,25.54908847808838
1993-08-11 00:00:00-04:00,25.75206070684958,25.841168183343868,25.75206070684958,25.769882202148438,542200,0.0,0.0,0.0,25.716419982910157,25.615732955932618,25.56184368133545
1993-08-12 00:00:00-04:00,25.84116892080532,25.84116892080532,25.609489475308447,25.698596954345703,303700,0.0,0.0,0.0,25.734240341186524,25.621078968048096,25.57370599110921
1993-08-13 00:00:00-04:00,25.716423800777527,25.752066799808404,25.716423800777527,25.73424530029297,103500,0.0,0.0,0.0,25.75206184387207,25.631771850585938,25.577609062194824
1993-08-16 00:00:00-04:00,25.75206151021742,25.94809796462046,25.75206151021742,25.876811981201172,241800,0.0,0.0,0.0,25.769883728027345,25.6504846572876,25.58270877202352
1993-08-17 00:00:00-04:00,25.858981021888958,25.965909957885742,25.858981021888958,25.965909957885742,369300,0.0,0.0,0.0,25.809089279174806,25.670087242126463,25.59312737782796
1993-08-18 00:00:00-04:00,26.055035022826733,26.16196403112835,26.03721352144313,26.10849952697754,414300,0.0,0.0,0.0,25.876812744140626,25.697710704803466,25.604152901967367
1993-08-19 00:00:00-04:00,26.126321028361144,26.126321028361144,26.072856524210337,26.10849952697754,28500,0.0,0.0,0.0,25.958793258666994,25.734244728088377,25.61429354349772
1993-08-20 00:00:00-04:00,26.055030078549667,26.12631607055664,26.037208580547922,26.12631607055664,80700,0.0,0.0,0.0,26.037207412719727,25.76543273925781,25.619422308603923
1993-08-23 00:00:00-04:00,26.019382880961167,26.09066886145695,26.019382880961167,26.072847366333008,15600,0.0,0.0,0.0,26.076414489746092,25.7868182182312,25.62513469060262
1993-08-24 00:00:00-04:00,26.072863334413316,26.358007431030277,26.072863334413316,26.358007431030273,273400,0.0,0.0,0.0,26.154833984375,25.823352241516112,25.637664445241292
1993-08-25 00:00:00-04:00,26.35800819010348,26.48275873596604,26.32236517699989,26.375829696655273,242300,0.0,0.0,0.0,26.208300018310545,25.863450813293458,25.646362082163492
1993-08-26 00:00:00-04:00,26.39363670349121,26.536208677581644,26.28670772292339,26.39363670349121,120000,0.0,0.0,0.0,26.26532745361328,25.89731159210205,25.655946191151937
1993-08-27 00:00:00-04:00,26.32236517699989,26.375829696655273,26.32236517699989,26.375829696655273,25700,0.0,0.0,0.0,26.31523017883301,25.937410163879395,25.666708278656007
1993-08-30 00:00:00-04:00,26.393640534874567,26.51839103031287,26.393640534874567,26.48274803161621,183500,0.0,0.0,0.0,26.397210311889648,25.979290676116943,25.68072703679403
1993-08-31 00:00:00-04:00,26.46493528993338,26.55404281616211,26.429292279441885,26.55404281616211,66500,0.0,0.0,0.0,26.436417388916016,26.02384443283081,25.69740867614746
1993-09-01 00:00:00-04:00,26.464931868737743,26.571860886389207,26.464931868737743,26.518396377563477,136500,0.0,0.0,0.0,26.464930725097656,26.066615867614747,25.71733039220174
1993-09-02 00:00:00-04:00,26.53621596672691,26.57185897004018,26.41146545513048,26.42928695678711,472400,0.0,0.0,0.0,26.472060775756837,26.107605457305908,25.73429231643677
1993-09-03 00:00:00-04:00,26.411483361071973,26.482769416027633,26.37584033359414,26.447126388549805,630500,0.0,0.0,0.0,26.486320114135744,26.147704887390137,25.751256465911865
1993-09-07 00:00:00-04:00,26.44710345637038,26.48274645294231,26.233245476938816,26.268888473510742,196400,0.0,0.0,0.0,26.44354820251465,26.171764183044434,25.763480313618977
1993-09-08 00:00:00-04:00,26.26889036527858,26.26889036527858,26.001567871737755,26.17978286743164,269900,0.0,0.0,0.0,26.368696212768555,26.192259216308592,25.774809010823567
1993-09-09 00:00:00-04:00,26.072854258443996,26.251069256792896,26.072854258443996,26.233247756958008,239200,0.0,0.0,0.0,26.31166648864746,26.215427494049074,25.787913672129314
1993-09-10 00:00:00-04:00,26.304536068078246,26.482751082089617,26.26889306527597,26.464929580688477,106500,0.0,0.0,0.0,26.318795013427735,26.25374412536621,25.80399481455485
1993-09-13 00:00:00-04:00,26.554034029009525,26.554034029009525,26.48274803161621,26.48274803161621,66900,0.0,0.0,0.0,26.325919342041015,26.291169261932374,25.818898264567057
1993-09-14 00:00:00-04:00,26.41147270975886,26.41147270975886,26.286722163896304,26.375829696655273,184500,0.0,0.0,0.0,26.34730758666992,26.316120147705078,25.835531775156657
1993-09-15 00:00:00-04:00,26.268911251160652,26.464947902288717,26.179803682466076,26.447126388549805,101000,0.0,0.0,0.0,26.400776290893553,26.340180969238283,25.852462609608967
1993-09-16 00:00:00-04:00,26.411469274993195,26.429290779227333,26.322361753822502,26.34018325805664,54300,0.0,0.0,0.0,26.42216339111328,26.351765155792236,25.867313861846924
1993-09-17 00:00:00-04:00,26.324967632840146,26.342900172099576,26.253237475802436,26.28910255432129,200900,0.286,0.0,0.0,26.386997985839844,26.360795307159425,25.885175291697184
1993-09-20 00:00:00-04:00,26.324972989634603,26.37877061836001,26.073917388916016,26.073917388916016,57800,0.0,0.0,0.0,26.305231857299805,26.358175373077394,25.893806743621827
1993-09-21 00:00:00-04:00,26.109780721618357,26.145645805027172,25.715264804121375,25.9842529296875,318200,0.0,0.0,0.0,26.22691650390625,26.353745651245116,25.90124085744222
1993-09-22 00:00:00-04:00,26.073908430513335,26.235301261238657,26.038043357018818,26.19943618774414,439700,0.0,0.0,0.0,26.177378463745118,26.34581708908081,25.907508754730223
1993-09-23 00:00:00-04:00,26.271172972095506,26.36083567848491,26.235307889539744,26.34290313720703,88500,0.0,0.0,0.0,26.177922439575195,26.344170761108398,25.918247191111245
1993-09-24 00:00:00-04:00,26.307036650465616,26.324969190786312,26.23530648918282,26.27117156982422,53500,0.0,0.0,0.0,26.174336242675782,26.33804750442505,25.927790101369222
1993-09-27 00:00:00-04:00,26.468433217854212,26.558095932006836,26.468433217854212,26.558095932006836,274600,0.0,0.0,0.0,26.271171951293944,26.347160816192627,25.94330291748047
1993-09-28 00:00:00-04:00,26.576035075000565,26.576035075000565,26.486372338580185,26.504304885864258,158300,0.0,0.0,0.0,26.375182342529296,26.34823865890503,25.960295581817626
1993-09-29 00:00:00-04:00,26.504303157208167,26.576033341666104,26.378775334406775,26.414640426635742,221000,0.0,0.0,0.0,26.418223190307618,26.34126853942871,25.980249309539794
1993-09-30 00:00:00-04:00,26.414643209807725,26.468440853819555,26.30704792178407,26.3608455657959,99300,0.0,0.0,0.0,26.421811676025392,26.333390998840333,25.998118527730306
1993-10-01 00:00:00-04:00,26.32496200902444,26.522219898737838,26.289096938167457,26.48635482788086,22700,0.0,0.0,0.0,26.46484832763672,26.33624439239502,26.01332680384318
1993-10-04 00:00:00-04:00,26.522214889526367,26.522214889526367,26.450484761359967,26.522214889526367,1038500,0.0,0.0,0.0,26.457672119140625,26.33999881744385,26.0279447555542
1993-10-05 00:00:00-04:00,26.576017505023312,26.576017505023312,26.396692150738403,26.48635482788086,436500,0.0,0.0,0.0,26.454082107543947,26.350872135162355,26.04226188659668
1993-10-06 00:00:00-04:00,26.504306105740348,26.61190139439694,26.468441009521484,26.468441009521484,209200,0.0,0.0,0.0,26.464842224121092,26.365305042266847,26.05657765070597
1993-10-07 00:00:00-04:00,26.50428557395935,26.50428557395935,26.37875783443451,26.396690368652344,59400,0.0,0.0,0.0,26.472011184692384,26.373477172851562,26.06821254094442
1993-10-08 00:00:00-04:00,26.468428861496406,26.48636140137547,26.23530584306859,26.43256378173828,54400,0.0,0.0,0.0,26.461252975463868,26.371858882904053,26.082227325439455
1993-10-11 00:00:00-04:00,26.486354827880856,26.54015243416633,26.486354827880856,26.48635482788086,467100,0.0,0.0,0.0,26.454080963134764,26.372039222717284,26.098326778411867
1993-10-12 00:00:00-04:00,26.522214889526367,26.54014742156797,26.50428235748477,26.522214889526367,26200,0.0,0.0,0.0,26.461252975463868,26.37935848236084,26.115321095784505
1993-10-13 00:00:00-04:00,26.54014742156797,26.54014742156797,26.486349825443167,26.522214889526367,139100,0.0,0.0,0.0,26.472007751464844,26.383112907409668,26.131127039591473
1993-10-14 00:00:00-04:00,26.629822531115707,26.862945556640625,26.558092369415732,26.862945556640625,108100,0.0,0.0,0.0,26.5652587890625,26.409251022338868,26.15290896097819
1993-10-15 00:00:00-04:00,26.988466618703814,27.0601967625409,26.916736474866727,27.006399154663086,1502500,0.0,0.0,0.0,26.68002586364746,26.445115852355958,26.180051962534588
1993-10-18 00:00:00-04:00,26.98847474810604,26.98847474810604,26.8988120413017,26.934677124023438,722400,0.0,0.0,0.0,26.769690322875977,26.488153839111327,26.20392065048218
1993-10-19 00:00:00-04:00,26.898810081558686,26.952607701721806,26.737417221069336,26.737417221069336,880100,0.0,0.0,0.0,26.81273078918457,26.52581205368042,26.222125307718912
1993-10-20 00:00:00-04:00,26.827078715156407,26.827078715156407,26.71948347966781,26.77328109741211,230400,0.0,0.0,0.0,26.862944030761717,26.554504299163817,26.24122454325358
1993-10-21 00:00:00-04:00,26.791214841232453,26.791214841232453,26.70155214096059,26.737417221069336,56200,0.0,0.0,0.0,26.83783836364746,26.574230003356934,26.260617192586263
1993-10-22 00:00:00-04:00,26.773291337200895,26.880886613840683,26.61189842224121,26.61189842224121,390700,0.0,0.0,0.0,26.758938217163085,26.591266345977782,26.275541814168296
1993-10-25 00:00:00-04:00,26.62981521698736,26.719477894485635,26.558085074988742,26.683612823486328,114500,0.0,0.0,0.0,26.708725357055663,26.597542190551756,26.29403772354126
1993-10-26 00:00:00-04:00,26.66569709777832,26.683629644582474,26.576034363757547,26.66569709777832,186200,0.0,0.0,0.0,26.694381332397462,26.60561180114746,26.31104704538981
1993-10-27 00:00:00-04:00,26.62981521698736,26.70154535898598,26.62981521698736,26.683612823486328,118400,0.0,0.0,0.0,26.676447677612305,26.61906042098999,26.32805779774984
1993-10-28 00:00:00-04:00,26.7194988538298,26.952621998192075,26.7194988538298,26.880891799926758,129600,0.0,0.0,0.0,26.70514259338379,26.645062732696534,26.348356533050538
1993-10-29 00:00:00-04:00,26.862959250360433,26.89882434949309,26.845026700794104,26.880891799926758,80700,0.0,0.0,0.0,26.7589412689209,26.664789581298827,26.36954647699992
1993-11-01 00:00:00-05:00,26.845012866570325,26.970540648845535,26.845012866570325,26.952608108520508,36400,0.0,0.0,0.0,26.812740325927734,26.686309242248534,26.391337649027506
1993-11-02 00:00:00-05:00,26.91674458266257,26.970542206745172,26.773284251775625,26.934677124023438,262100,0.0,0.0,0.0,26.866536331176757,26.708725357055663,26.410453891754152
1993-11-03 00:00:00-05:00,26.916730120627363,26.916730120627363,26.468416827479007,26.593944549560547,479100,0.0,0.0,0.0,26.8486026763916,26.715000534057616,26.42418826421102
1993-11-04 00:00:00-05:00,26.593959934466053,26.593959934466053,26.28910671876415,26.307039260864258,130400,0.0,0.0,0.0,26.733832168579102,26.710517978668214,26.433140881856282
1993-11-05 00:00:00-05:00,26.23530584306859,26.432563781738278,26.127710603794217,26.43256378173828,363200,0.0,0.0,0.0,26.644166564941408,26.710517978668214,26.445373662312825
1993-11-08 00:00:00-05:00,26.450508461412053,26.54017120195921,26.378778268974326,26.468441009521484,367600,0.0,0.0,0.0,26.5473331451416,26.709622287750243,26.457610257466634
1993-11-09 00:00:00-05:00,26.647747646737272,26.665680182165765,26.468422292452367,26.48635482788086,246900,0.0,0.0,0.0,26.457668685913085,26.70782928466797,26.467769304911297
1993-11-10 00:00:00-05:00,26.486354932990125,26.683612823486328,26.414624790991503,26.683612823486328,46500,0.0,0.0,0.0,26.47560234069824,26.715899181365966,26.479731019337972
1993-11-11 00:00:00-05:00,26.68362860666774,26.755358791094263,26.59396587613458,26.61189842224121,88900,0.0,0.0,0.0,26.536574172973634,26.703346824645998,26.488121000925698
1993-11-12 00:00:00-05:00,26.665687060851845,26.8270799213412,26.647754520797474,26.737417221069336,108200,0.0,0.0,0.0,26.597544860839843,26.689897727966308,26.498602962493898
1993-11-15 00:00:00-05:00,26.791220225903814,26.791220225903814,26.647759876635252,26.71949005126953,243300,0.0,0.0,0.0,26.647754669189453,26.679138374328613,26.508489195505778
1993-11-16 00:00:00-05:00,26.77326348151218,26.8629261187577,26.665668316817555,26.844993591308594,492600,0.0,0.0,0.0,26.719482421875,26.684517192840577,26.521358299255372
1993-11-17 00:00:00-05:00,26.862948131369137,26.862948131369137,26.629825083500112,26.701555252075195,39600,0.0,0.0,0.0,26.723070907592774,26.68093090057373,26.527084096272787
1993-11-18 00:00:00-05:00,26.665688767096007,26.719486390701448,26.55809351988513,26.629823684692383,240800,0.0,0.0,0.0,26.726655960083008,26.675551223754884,26.53131732940674
1993-11-19 00:00:00-05:00,26.540158023396646,26.61188818021664,26.52222548419165,26.57602310180664,106000,0.0,0.0,0.0,26.694377136230468,26.673757457733153,26.534357102711997
1993-11-22 00:00:00-05:00,26.504303157208167,26.52223570332265,26.32497769606332,26.414640426635742,165300,0.0,0.0,0.0,26.633407211303712,26.660308837890625,26.53500394821167
1993-11-23 00:00:00-05:00,26.558095932006836,26.576028474837358,26.41463558936264,26.558095932006836,89700,0.0,0.0,0.0,26.57602767944336,26.654928779602052,26.536259746551515
1993-11-24 00:00:00-05:00,26.62983200417001,26.683629644582474,26.5939669105617,26.66569709777832,77200,0.0,0.0,0.0,26.568856048583985,26.65403299331665,26.538120651245116
1993-11-26 00:00:00-05:00,26.737410429985292,26.737410429985292,26.66568028798667,26.683612823486328,1019800,0.0,0.0,0.0,26.579613876342773,26.644169044494628,26.540874258677164
1993-11-29 00:00:00-05:00,26.75534849385662,26.809146111471613,26.576023101806644,26.57602310180664,517500,0.0,0.0,0.0,26.579613876342773,26.628925609588624,26.543319861094158
1993-11-30 00:00:00-05:00,26.558079486108678,26.719472271642086,26.540146954382745,26.593944549560547,230000,0.0,0.0,0.0,26.615474700927734,26.610992431640625,26.545766830444336
1993-12-01 00:00:00-05:00,26.73741893190326,26.755351473105073,26.629823684692383,26.629823684692383,379200,0.0,0.0,0.0,26.629820251464842,26.59574975967407,26.551782417297364
1993-12-02 00:00:00-05:00,26.683622709931427,26.719487794218967,26.629825083500112,26.701555252075195,352000,0.0,0.0,0.0,26.636991882324217,26.601130294799805,26.56047862370809
1993-12-03 00:00:00-05:00,26.683630493572323,26.809158325195312,26.683630493572323,26.809158325195312,306000,0.0,0.0,0.0,26.662100982666015,26.626236248016358,26.57007713317871
1993-12-06 00:00:00-05:00,26.845015621185304,26.934678332010908,26.845015621185304,26.898813247680664,99500,0.0,0.0,0.0,26.72665901184082,26.649548721313476,26.57730852762858
