ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2018-05-01T00:00:00.000000000Z,35,2,7177,264570000000,265520000000,262110000000,265380000000,12166986,SPY
2018-05-02T00:00:00.000000000Z,35,2,7180,265270000000,265680000000,262360000000,262710000000,12409460,SPY
2018-05-03T00:00:00.000000000Z,35,2,7184,263390000000,263450000000,259050000000,262560000000,23936504,SPY
2018-05-04T00:00:00.000000000Z,35,2,7189,263180000000,266780000000,261150000000,266440000000,13385187,SPY
2018-05-07T00:00:00.000000000Z,35,2,7188,266620000000,268020000000,266110000000,266580000000,8848556,SPY
2018-05-08T00:00:00.000000000Z,35,2,7188,266730000000,267310000000,265150000000,266740000000,10887878,SPY
2018-05-09T00:00:00.000000000Z,35,2,7189,267750000000,269860000000,267090000000,269440000000,10525338,SPY
2018-05-10T00:00:00.000000000Z,35,2,7189,269940000000,272380000000,269580000000,271910000000,10158982,SPY
2018-05-11T00:00:00.000000000Z,35,2,7190,271690000000,273160000000,271590000000,273160000000,9545823,SPY
2018-05-14T00:00:00.000000000Z,35,2,7181,273340000000,274080000000,272370000000,272880000000,9250236,SPY
2018-05-15T00:00:00.000000000Z,35,2,7182,272540000000,272760000000,270030000000,270670000000,14118855,SPY
2018-05-16T00:00:00.000000000Z,35,2,7185,271320000000,272750000000,270470000000,272390000000,8189344,SPY
2018-05-17T00:00:00.000000000Z,35,2,7191,271880000000,273230000000,271140000000,272280000000,9572257,SPY
2018-05-18T00:00:00.000000000Z,35,2,7191,272310000000,272600000000,270930000000,271150000000,8079020,SPY
2018-05-21T00:00:00.000000000Z,35,2,7189,272670000000,273980000000,272600000000,273240000000,8795840,SPY
2018-05-22T00:00:00.000000000Z,35,2,7186,273720000000,274250000000,272240000000,272560000000,8344183,SPY
2018-05-23T00:00:00.000000000Z,35,2,7187,271250000000,273430000000,270600000000,273020000000,10283204,SPY
2018-05-24T00:00:00.000000000Z,35,2,7196,273240000000,273500000000,270780000000,273140000000,10998635,SPY
2018-05-25T00:00:00.000000000Z,35,2,7196,273040000000,273680000000,271580000000,272300000000,8416266,SPY
2018-05-29T00:00:00.000000000Z,35,2,7193,270800000000,271170000000,267760000000,269030000000,18485267,SPY
2018-05-30T00:00:00.000000000Z,35,2,7191,270380000000,273100000000,269810000000,272220000000,11374716,SPY
2018-05-31T00:00:00.000000000Z,35,2,7192,272740000000,273000000000,270255000000,271080000000,13791655,SPY
2018-06-01T00:00:00.000000000Z,35,2,7193,271750000000,273960000000,271650000000,273960000000,10879782,SPY
2018-06-04T00:00:00.000000000Z,35,2,7188,274400000000,275190000000,274260000000,274780000000,8147764,SPY
2018-06-05T00:00:00.000000000Z,35,2,7188,275110000000,275540000000,274180000000,275460000000,8278925,SPY
2018-06-06T00:00:00.000000000Z,35,2,7186,275870000000,277700000000,275090000000,277470000000,9839798,SPY
2018-06-07T00:00:00.000000000Z,35,2,7180,278150000000,278280000000,276350000000,277530000000,10719940,SPY
2018-06-08T00:00:00.000000000Z,35,2,7183,276380000000,278400000000,275600000000,278400000000,8476284,SPY
2018-06-11T00:00:00.000000000Z,35,2,7180,278480000000,279370000000,277930000000,278920000000,7523197,SPY
2018-06-12T00:00:00.000000000Z,35,2,7180,278630000000,279330000000,278190000000,279260000000,7403206,SPY
2018-06-13T00:00:00.000000000Z,35,2,7182,278990000000,279470000000,277780000000,278020000000,9818712,SPY
2018-06-14T00:00:00.000000000Z,35,2,7186,277610000000,279330000000,277340000000,278710000000,8568528,SPY
2018-06-15T00:00:00.000000000Z,35,2,7187,276410000000,277510000000,275350000000,276540000000,14478142,SPY
2018-06-18T00:00:00.000000000Z,35,2,7191,275920000000,276800000000,274950000000,275410000000,8072092,SPY
2018-06-19T00:00:00.000000000Z,35,2,7191,273450000000,275750000000,272800000000,275560000000,12817228,SPY
2018-06-20T00:00:00.000000000Z,35,2,7192,276260000000,276720000000,275590000000,276260000000,7667063,SPY
2018-06-21T00:00:00.000000000Z,35,2,7200,276330000000,276330000000,273680000000,274210000000,11867963,SPY
2018-06-22T00:00:00.000000000Z,35,2,7205,275150000000,275780000000,274460000000,274550000000,9215037,SPY
2018-06-25T00:00:00.000000000Z,35,2,7205,273550000000,273730000000,269100000000,271080000000,21524962,SPY
2018-06-26T00:00:00.000000000Z,35,2,7204,271110000000,272560000000,270630000000,272020000000,12941139,SPY
2018-06-27T00:00:00.000000000Z,35,2,7211,270110000000,273865000000,269180000000,270020000000,17317024,SPY
2018-06-28T00:00:00.000000000Z,35,2,7219,270420000000,271745000000,268480000000,271050000000,13791093,SPY
2018-06-29T00:00:00.000000000Z,35,2,7220,272470000000,273660000000,271060000000,271100000000,14600762,SPY
2018-07-02T00:00:00.000000000Z,35,2,7214,269520000000,272040000000,269240000000,271900000000,10653833,SPY
2018-07-03T00:00:00.000000000Z,35,2,7215,272360000000,273300000000,270100000000,270330000000,7574501,SPY
2018-07-05T00:00:00.000000000Z,35,2,7216,271600000000,273200000000,270965000000,272520000000,9345746,SPY
2018-07-06T00:00:00.000000000Z,35,2,7217,273080000000,275840000000,272400000000,275400000000,10716901,SPY
2018-07-09T00:00:00.000000000Z,35,2,7215,276470000000,278420000000,276280000000,278380000000,7331298,SPY
2018-07-10T00:00:00.000000000Z,35,2,7216,278110000000,279010000000,276550000000,276740000000,7186235,SPY
2018-07-11T00:00:00.000000000Z,35,2,7218,276510000000,278040000000,276420000000,277110000000,12601207,SPY
2018-07-12T00:00:00.000000000Z,35,2,7220,277760000000,279580000000,277250000000,279500000000,9800236,SPY
2018-07-13T00:00:00.000000000Z,35,2,7222,279640000000,279930000000,278650000000,279820000000,8452196,SPY
2018-07-16T00:00:00.000000000Z,35,2,7222,280000000000,280050000000,278780000000,279090000000,7361502,SPY
2018-07-17T00:00:00.000000000Z,35,2,7222,278950000000,280910000000,278350000000,280840000000,8875473,SPY
2018-07-18T00:00:00.000000000Z,35,2,7227,280380000000,281180000000,280060000000,281020000000,6634491,SPY
2018-07-19T00:00:00.000000000Z,35,2,7232,280430000000,280740000000,279460000000,280110000000,9549787,SPY
2018-07-20T00:00:00.000000000Z,35,2,7231,279890000000,280470000000,278790000000,279580000000,11016526,SPY
2018-07-23T00:00:00.000000000Z,35,2,7229,279200000000,281050000000,279060000000,280990000000,7773305,SPY
2018-07-24T00:00:00.000000000Z,35,2,7233,280870000000,282550000000,280630000000,281290000000,10166302,SPY
2018-07-25T00:00:00.000000000Z,35,2,7246,281400000000,284370000000,280810000000,283000000000,13107286,SPY
2018-07-26T00:00:00.000000000Z,35,2,7252,283070000000,284110000000,282820000000,283730000000,8980187,SPY
2018-07-27T00:00:00.000000000Z,35,2,7260,283860000000,284160000000,280380000000,281320000000,12555770,SPY
2018-07-30T00:00:00.000000000Z,35,2,7262,280940000000,281680000000,279360000000,280110000000,10392753,SPY
2018-07-31T00:00:00.000000000Z,35,2,7259,280140000000,282300000000,280040000000,281360000000,11650205,SPY
2018-08-01T00:00:00.000000000Z,35,2,7255,281400000000,282130000000,280140000000,281020000000,9426837,SPY
2018-08-02T00:00:00.000000000Z,35,2,7260,279790000000,282710000000,278810000000,282520000000,10182891,SPY
2018-08-03T00:00:00.000000000Z,35,2,7262,282300000000,283720000000,282120000000,283640000000,8437907,SPY
2018-08-06T00:00:00.000000000Z,35,2,7258,283600000000,284980000000,283170000000,284650000000,6055063,SPY
2018-08-07T00:00:00.000000000Z,35,2,7258,285240000000,286010000000,285180000000,285540000000,7174486,SPY
2018-08-08T00:00:00.000000000Z,35,2,7265,285580000000,285910000000,284940000000,285140000000,7122176,SPY
2018-08-09T00:00:00.000000000Z,35,2,7271,285280000000,285970000000,284720000000,284820000000,5387231,SPY
2018-08-10T00:00:00.000000000Z,35,2,7275,283840000000,284080000000,282360000000,283700000000,12609625,SPY
2018-08-13T00:00:00.000000000Z,35,2,7280,283150000000,284160000000,281770000000,282510000000,12108033,SPY
2018-08-14T00:00:00.000000000Z,35,2,7281,283600000000,284170000000,282490000000,283970000000,8035154,SPY
2018-08-15T00:00:00.000000000Z,35,2,7279,283650000000,283680000000,280160000000,281930000000,19532145,SPY
2018-08-16T00:00:00.000000000Z,35,2,7266,282560000000,285040000000,282550000000,284080000000,11664480,SPY
2018-08-17T00:00:00.000000000Z,35,2,7267,284410000000,285560000000,283375000000,284990000000,11311425,SPY
2018-08-20T00:00:00.000000000Z,35,2,7267,285750000000,285970000000,285060000000,285480000000,6967575,SPY
2018-08-21T00:00:00.000000000Z,35,2,7266,285980000000,287310000000,284650000000,284650000000,12134853,SPY
2018-08-22T00:00:00.000000000Z,35,2,7266,285400000000,286760000000,285240000000,286180000000,8330331,SPY
2018-08-23T00:00:00.000000000Z,35,2,7265,285940000000,286930000000,285435000000,285710000000,8402901,SPY
2018-08-24T00:00:00.000000000Z,35,2,7263,286340000000,287690000000,286220000000,287610000000,10915425,SPY
2018-08-27T00:00:00.000000000Z,35,2,7257,288110000000,290060000000,288090000000,290030000000,8561296,SPY
2018-08-28T00:00:00.000000000Z,35,2,7257,289870000000,290530000000,289400000000,290160000000,7455023,SPY
2018-08-29T00:00:00.000000000Z,35,2,7260,290210000000,291740000000,289780000000,291460000000,8733755,SPY
2018-08-30T00:00:00.000000000Z,35,2,7262,291100000000,291360000000,289630000000,289870000000,10380288,SPY
2018-08-31T00:00:00.000000000Z,35,2,7261,289990000000,291000000000,289290000000,291000000000,9948973,SPY
2018-09-04T00:00:00.000000000Z,35,2,7256,291120000000,291190000000,288690000000,289880000000,9491822,SPY
2018-09-05T00:00:00.000000000Z,35,2,7255,288800000000,289630000000,287890000000,288700000000,11906787,SPY
2018-09-06T00:00:00.000000000Z,35,2,7259,288810000000,289490000000,287010000000,287960000000,11214567,SPY
2018-09-07T00:00:00.000000000Z,35,2,7258,287840000000,288690000000,286710000000,287310000000,12023735,SPY
2018-09-10T00:00:00.000000000Z,35,2,7254,288380000000,289040000000,287880000000,288280000000,8320872,SPY
2018-09-11T00:00:00.000000000Z,35,2,7254,288350000000,289550000000,286975000000,289330000000,8814418,SPY
2018-09-12T00:00:00.000000000Z,35,2,7266,289590000000,289800000000,288230000000,289020000000,10492701,SPY
2018-09-13T00:00:00.000000000Z,35,2,7270,289490000000,291030000000,289280000000,290830000000,8984598,SPY
2018-09-14T00:00:00.000000000Z,35,2,7275,291050000000,291490000000,290000000000,290990000000,8794460,SPY
2018-09-17T00:00:00.000000000Z,35,2,7272,290610000000,290930000000,288210000000,288270000000,10422705,SPY
2018-09-18T00:00:00.000000000Z,35,2,7271,289720000000,291570000000,289420000000,291010000000,8932241,SPY
2018-09-19T00:00:00.000000000Z,35,2,7272,290940000000,291690000000,290410000000,291570000000,7594997,SPY
2018-09-20T00:00:00.000000000Z,35,2,7276,291450000000,293950000000,291330000000,293880000000,12465976,SPY
2018-09-21T00:00:00.000000000Z,35,2,7278,293130000000,293290000000,291530000000,291530000000,12282396,SPY
2018-09-24T00:00:00.000000000Z,35,2,7279,291410000000,291620000000,290370000000,291160000000,10167111,SPY
2018-09-25T00:00:00.000000000Z,35,2,7276,291300000000,291950000000,290490000000,291010000000,7872303,SPY
2018-09-26T00:00:00.000000000Z,35,2,7282,291460000000,292240000000,289420000000,289990000000,14136250,SPY
2018-09-27T00:00:00.000000000Z,35,2,7286,289630000000,291905000000,289560000000,290860000000,11151483,SPY
2018-09-28T00:00:00.000000000Z,35,2,7293,290470000000,291280000000,289540000000,291000000000,11881512,SPY
2018-10-01T00:00:00.000000000Z,35,2,7293,292380000000,292930000000,290980000000,291690000000,11094408,SPY
2018-10-02T00:00:00.000000000Z,35,2,7290,291250000000,292350000000,290540000000,291610000000,8282323,SPY
2018-10-03T00:00:00.000000000Z,35,2,7290,292180000000,293210000000,291180000000,291270000000,10930245,SPY
2018-10-04T00:00:00.000000000Z,35,2,7296,291250000000,291250000000,287670000000,289880000000,20049539,SPY
2018-10-05T00:00:00.000000000Z,35,2,7301,289440000000,290270000000,286230000000,288150000000,19314590,SPY
2018-10-08T00:00:00.000000000Z,35,2,7300,287590000000,288220000000,285500000000,287900000000,17102457,SPY
2018-10-09T00:00:00.000000000Z,35,2,7300,287660000000,288860000000,286350000000,287770000000,14605321,SPY
2018-10-10T00:00:00.000000000Z,35,2,7299,287490000000,287790000000,276130000000,276760000000,41058188,SPY
2018-10-11T00:00:00.000000000Z,35,2,7305,274850000000,278900000000,270360000000,274790000000,56200058,SPY
2018-10-12T00:00:00.000000000Z,35,2,7307,276500000000,277150000000,272370000000,277100000000,37856972,SPY
2018-10-15T00:00:00.000000000Z,35,2,7311,274590000000,277040000000,273700000000,274670000000,19696438,SPY
2018-10-16T00:00:00.000000000Z,35,2,7312,275090000000,281080000000,274780000000,280880000000,17757135,SPY
2018-10-17T00:00:00.000000000Z,35,2,7315,280950000000,281140000000,277560000000,280000000000,18717968,SPY
2018-10-18T00:00:00.000000000Z,35,2,7315,280470000000,280470000000,274970000000,276550000000,26959731,SPY
2018-10-19T00:00:00.000000000Z,35,2,7314,276840000000,279300000000,275470000000,276210000000,21921617,SPY
2018-10-22T00:00:00.000000000Z,35,2,7312,276800000000,277480000000,274410000000,274610000000,16645667,SPY
2018-10-23T00:00:00.000000000Z,35,2,7317,272000000000,274860000000,268620000000,273990000000,30217104,SPY
2018-10-24T00:00:00.000000000Z,35,2,7316,272090000000,274100000000,264700000000,265690000000,33375226,SPY
2018-10-25T00:00:00.000000000Z,35,2,7317,267630000000,271810000000,266210000000,267050000000,25467515,SPY
2018-10-26T00:00:00.000000000Z,35,2,7320,266120000000,268780000000,262300000000,266350000000,37100818,SPY
2018-10-29T00:00:00.000000000Z,35,2,7322,266430000000,270250000000,259860000000,263750000000,27692995,SPY
2018-10-30T00:00:00.000000000Z,35,2,7325,265220000000,268500000000,262870000000,268210000000,30187252,SPY
2018-10-31T00:00:00.000000000Z,35,2,7331,269000000000,273230000000,269000000000,270840000000,24908323,SPY
2018-11-01T00:00:00.000000000Z,35,2,7325,270600000000,273730000000,270380000000,272870000000,20483294,SPY
2018-11-02T00:00:00.000000000Z,35,2,7330,275530000000,276130000000,269590000000,271840000000,27689799,SPY
2018-11-05T00:00:00.000000000Z,35,2,7328,271180000000,274010000000,271080000000,273650000000,12832346,SPY
2018-11-06T00:00:00.000000000Z,35,2,7326,273330000000,275710000000,272710000000,274910000000,13283837,SPY
2018-11-07T00:00:00.000000000Z,35,2,7324,277340000000,281330000000,277020000000,280980000000,20287098,SPY
2018-11-08T00:00:00.000000000Z,35,2,7324,280900000000,281220000000,279220000000,280250000000,13704725,SPY
2018-11-09T00:00:00.000000000Z,35,2,7328,279370000000,279650000000,276180000000,277310000000,19623366,SPY
2018-11-12T00:00:00.000000000Z,35,2,7319,277910000000,277970000000,271990000000,272640000000,22887357,SPY
2018-11-13T00:00:00.000000000Z,35,2,7319,274010000000,275325000000,271250000000,273300000000,24472279,SPY
2018-11-14T00:00:00.000000000Z,35,2,7318,271000000000,274610000000,268460000000,269550000000,27181530,SPY
2018-11-15T00:00:00.000000000Z,35,2,7327,270220000000,273540000000,267020000000,272520000000,26744262,SPY
2018-11-16T00:00:00.000000000Z,35,2,7324,272310000000,274750000000,270810000000,273970000000,23765218,SPY
2018-11-19T00:00:00.000000000Z,35,2,7322,274240000000,274270000000,268070000000,269120000000,23823677,SPY
2018-11-20T00:00:00.000000000Z,35,2,7322,267630000000,268290000000,263150000000,263570000000,27635117,SPY
2018-11-21T00:00:00.000000000Z,35,2,7325,265720000000,267150000000,264800000000,265220000000,15894675,SPY
2018-11-23T00:00:00.000000000Z,35,2,7323,264480000000,264820000000,262700000000,262930000000,9142336,SPY
2018-11-26T00:00:00.000000000Z,35,2,7325,266300000000,267700000000,265340000000,266330000000,15228444,SPY
