,Date,Prob,Label
0,2019-05-07,0.48871645,-1
1,2018-05-22,0.51439923,-1
2,2018-02-26,0.5125241,-1
3,2018-01-22,0.5032648,-1
4,2015-10-07,0.5194959,1
5,2015-08-17,0.4799712,-1
6,2023-10-11,0.48861298,-1
7,2015-07-14,0.44692788,1
8,2017-10-24,0.49615878,1
9,2024-04-04,0.416701,-1
10,2019-04-18,0.4955862,1
11,2018-11-28,0.4841708,-1
12,2017-07-13,0.5147852,1
13,2023-01-05,0.4994491,1
14,2021-02-26,0.5065856,-1
15,2020-05-06,0.49543905,-1
16,2016-03-31,0.5023991,-1
17,2015-06-09,0.5015473,-1
18,2022-05-23,0.5322883,1
19,2017-06-26,0.5038874,1
20,2023-08-21,0.44739997,1
21,2016-07-13,0.51371354,1
22,2016-09-20,0.5134825,1
23,2016-01-04,0.5084353,-1
24,2021-06-28,0.4969999,1
25,2021-05-06,0.37171876,-1
26,2015-11-27,0.4724197,-1
27,2020-07-15,0.4470851,1
28,2023-09-07,0.45140925,-1
29,2019-10-09,0.5177747,1
30,2017-09-01,0.5046885,1
31,2017-03-14,0.5026692,-1
32,2022-11-11,0.52371395,-1
33,2024-05-08,0.499396,1
34,2018-06-08,0.4940023,-1
35,2017-08-16,0.5099524,1
36,2022-01-04,0.5153259,1
37,2016-03-14,0.5002176,1
38,2023-12-01,0.5155056,1
39,2021-11-30,0.47375765,1
40,2023-05-08,0.5165287,-1
41,2023-01-24,0.5079998,1
42,2019-09-05,0.51994735,1
43,2017-02-07,0.4876787,1
44,2023-06-29,0.49538532,-1
45,2016-05-04,0.4968344,1
46,2016-05-20,0.5192196,1
47,2018-07-31,0.49220064,1
48,2021-03-16,0.51396066,-1
49,2018-01-03,0.5135369,1
50,2020-02-10,0.5136721,1
51,2022-09-22,0.51659834,-1
52,2016-11-09,0.51845694,1
53,2024-04-22,0.44699723,-1
54,2017-10-06,0.5081915,1
55,2022-08-18,0.5168942,-1
56,2021-04-01,0.4784882,1
57,2019-06-27,0.47900388,1
58,2020-10-08,0.4859569,1
59,2020-11-30,0.44831264,1
60,2022-03-31,0.42645863,-1
61,2019-05-23,0.4865275,-1
62,2019-01-23,0.4850137,1
63,2024-03-18,0.45784238,1
64,2019-02-08,0.36724967,1
65,2016-06-08,0.4505794,-1
66,2018-04-18,0.5135453,-1
67,2024-02-12,0.4814907,1
68,2019-10-25,0.2639393,1
69,2020-12-16,0.49691814,-1
70,2016-12-14,0.5045293,-1
71,2018-11-09,0.5262505,-1
72,2022-02-08,0.5296268,-1
73,2019-04-02,0.49468836,1
74,2022-12-16,0.49240947,1
75,2016-02-25,0.52842224,1
76,2018-09-04,0.5205149,1
77,2022-05-05,0.5058214,-1
78,2021-08-02,0.44615945,1
79,2018-10-24,0.50288534,1
80,2022-07-15,0.52612257,1
81,2017-01-03,0.5029473,1
82,2019-01-04,0.52057344,1
83,2017-12-14,0.50915015,1
84,2023-11-14,0.48352444,1
85,2022-01-21,0.5152469,1
86,2018-04-02,0.49982667,1
87,2015-09-21,0.517655,-1
88,2020-01-23,0.5072821,-1
89,2017-05-04,0.5051579,-1
90,2021-08-18,0.48470452,1
91,2016-10-24,0.4744943,-1
92,2020-10-26,0.46006116,-1
93,2016-11-28,0.5180739,1
94,2023-04-20,0.49659654,1
95,2021-11-11,0.5047472,1
96,2020-05-22,0.52031827,1
97,2017-02-24,0.5044743,1
98,2017-04-18,0.49588507,1
99,2023-10-27,0.5655571,1
100,2020-07-31,0.5082301,1
101,2021-05-24,0.51410425,1
102,2022-11-30,0.49989033,-1
103,2018-07-13,0.507484,1
104,2020-09-22,0.5088125,1
105,2019-03-15,0.4712775,-1
106,2018-06-26,0.46640962,1
107,2021-07-15,0.48440364,1
108,2022-10-10,0.52156556,1
109,2018-12-17,0.4986829,-1
110,2019-12-17,0.48131678,1
111,2023-03-16,0.52693695,1
112,2023-06-12,0.50660825,-1
113,2021-12-16,0.5073303,1
114,2017-01-20,0.47530925,1
115,2016-04-18,0.5064961,-1
116,2021-04-20,0.4683877,1
117,2020-03-16,0.5278258,-1
118,2015-09-02,0.5254342,1
119,2023-08-03,0.5186965,-1
120,2016-06-24,0.5022817,1
121,2024-01-25,0.48722407,1
122,2018-10-08,0.4955972,-1
123,2018-02-07,0.5030111,1
124,2021-06-10,0.5170356,-1
125,2020-08-18,0.50988567,1
126,2020-06-26,0.49145305,1
127,2020-09-03,0.5030124,-1
128,2023-02-09,0.51658726,-1
129,2017-09-20,0.50545835,1
130,2019-09-23,0.5137926,-1
131,2015-10-23,0.46086833,1
132,2023-02-28,0.39243105,1
133,2016-01-21,0.5409621,1
134,2020-04-20,0.49922726,1
135,2019-06-11,0.51349556,1
136,2016-02-08,0.46866453,1
137,2015-07-30,0.40664458,-1
138,2023-12-19,0.5149342,1
139,2020-02-27,0.49636972,1
140,2022-06-09,0.48254383,-1
141,2022-03-15,0.5071958,1
142,2023-09-25,0.5355157,-1
143,2023-07-18,0.5189854,1
144,2021-01-22,0.4937193,-1
145,2024-02-29,0.5131661,-1
146,2020-01-06,0.5027244,1
147,2017-06-08,0.5097406,1
148,2017-05-22,0.49762678,1
149,2023-04-03,0.52914333,-1
150,2020-11-11,0.5166699,1
151,2019-11-29,0.5083862,1
152,2018-09-20,0.4940207,-1
153,2015-11-10,0.5017319,1
154,2019-11-12,0.49721488,1
155,2022-02-25,0.541982,-1
156,2016-07-29,0.5032418,1
157,2015-12-15,0.51208353,-1
158,2021-09-03,0.5044268,-1
159,2022-04-19,0.50232077,-1
160,2021-01-05,0.51149046,1
161,2022-08-02,0.50387937,1
162,2018-03-14,0.5354699,-1
163,2019-02-27,0.5057833,-1
164,2019-07-16,0.4132666,1
165,2017-11-09,0.50185025,-1
166,2016-09-01,0.5575066,-1
167,2024-01-08,0.50735444,-1
168,2015-06-25,0.50755477,-1
169,2018-05-04,0.5323762,1
170,2022-10-26,0.51691896,-1
171,2022-06-28,0.48595262,1
172,2019-08-01,0.51057446,-1
173,2016-10-06,0.49738717,-1
174,2018-08-16,0.49743706,1
175,2021-10-08,0.5126654,1
176,2016-08-16,0.5044675,-1
177,2021-02-09,0.50778633,1
178,2021-10-26,0.45025373,1
179,2017-11-28,0.4893338,1
180,2017-07-31,0.5057141,-1
181,2022-09-06,0.5060421,-1
182,2021-09-22,0.49672657,-1
183,2020-06-10,0.49896103,1
184,2023-05-24,0.44397312,1
185,2020-04-01,0.47523627,1
186,2019-08-19,0.5221935,-1
187,2017-03-30,0.48224646,-1
