,Date,Prob,Label
0,2024-02-12,0.51006126,1
1,2023-08-21,0.49886167,1
2,2015-11-27,0.4923308,-1
3,2016-10-24,0.43448523,-1
4,2018-04-02,0.5535663,1
5,2018-05-22,0.51769847,-1
6,2016-03-14,0.5106254,1
7,2023-11-14,0.46413484,1
8,2016-11-28,0.5252381,1
9,2017-07-31,0.50333756,-1
10,2017-07-13,0.52884877,1
11,2022-01-21,0.5480778,1
12,2016-09-20,0.53522223,1
13,2016-05-20,0.5432426,1
14,2020-09-22,0.5453522,1
15,2015-08-17,0.4576937,-1
16,2023-12-01,0.5506393,1
17,2018-11-28,0.46451163,-1
18,2022-11-30,0.5102029,-1
19,2015-06-25,0.47588983,-1
20,2018-10-08,0.5335416,-1
21,2017-02-24,0.532125,1
22,2017-09-20,0.53229344,1
23,2020-04-20,0.5297592,1
24,2016-08-16,0.50909615,-1
25,2017-01-20,0.47147778,1
26,2018-06-08,0.4328925,-1
27,2022-11-11,0.5514443,-1
28,2022-03-15,0.43384388,1
29,2020-10-08,0.47263843,1
30,2015-10-23,0.4540118,1
31,2015-10-07,0.5002688,1
32,2016-07-13,0.5522538,1
33,2020-03-16,0.5418617,-1
34,2022-09-06,0.5365316,-1
35,2022-03-31,0.43803668,-1
36,2023-05-24,0.4154331,1
37,2023-09-25,0.55493784,-1
38,2021-09-03,0.49599084,-1
39,2021-11-30,0.44555086,1
40,2019-01-04,0.5533026,1
41,2015-07-14,0.5532832,1
42,2022-10-26,0.5236119,-1
43,2015-06-09,0.5465155,-1
44,2021-06-10,0.5134316,-1
45,2021-01-05,0.5389297,1
46,2021-01-22,0.5050506,-1
47,2021-06-28,0.5107669,1
48,2024-05-08,0.49709406,1
49,2019-05-23,0.52856,-1
50,2023-10-27,0.57339483,1
51,2022-12-16,0.4835487,1
52,2023-12-19,0.55449724,1
53,2018-10-24,0.5317664,1
54,2022-02-08,0.5703015,-1
55,2020-05-22,0.55428964,1
56,2018-04-18,0.5394249,-1
57,2023-09-07,0.41446003,-1
58,2023-01-24,0.48535156,1
59,2022-06-28,0.5537124,1
60,2017-04-18,0.53198934,1
61,2019-08-01,0.5120643,-1
62,2016-10-06,0.5258888,-1
63,2024-01-08,0.51870483,-1
64,2018-01-22,0.47267076,-1
65,2015-09-02,0.54660016,1
66,2018-07-13,0.49716794,1
67,2021-05-24,0.52043647,1
68,2015-07-30,0.46390143,-1
69,2020-01-06,0.49059904,1
70,2018-02-07,0.50506,1
71,2022-05-05,0.5143869,-1
72,2016-01-04,0.4973541,-1
73,2022-04-19,0.520297,-1
74,2023-04-20,0.52841914,1
75,2023-07-18,0.53385085,1
76,2019-10-25,0.15578234,1
77,2018-12-17,0.46477562,-1
78,2019-08-19,0.6256691,-1
79,2022-06-09,0.4733426,-1
80,2019-12-17,0.50830805,1
81,2017-03-14,0.50535554,-1
82,2020-08-18,0.5288487,1
83,2020-02-27,0.50721383,1
84,2022-07-15,0.5484493,1
85,2020-02-10,0.5305766,1
86,2023-08-03,0.5369122,-1
87,2021-02-09,0.527892,1
88,2017-05-04,0.5169708,-1
89,2023-10-11,0.5128483,-1
90,2021-10-08,0.5477645,1
91,2016-04-18,0.5067813,-1
92,2016-06-08,0.42503765,-1
93,2023-03-16,0.5362402,1
94,2021-02-26,0.52997065,-1
95,2016-03-31,0.49016812,-1
96,2018-09-20,0.52865976,-1
97,2019-11-12,0.49871343,1
98,2024-01-25,0.52722967,1
99,2017-09-01,0.52835596,1
100,2021-11-11,0.49470213,1
101,2020-06-26,0.51440626,1
