,Date,Prob,Label
0,2022-06-28,0.45968974,1
1,2023-03-16,0.47196537,1
2,2023-11-14,0.4810624,1
3,2018-06-26,0.48306155,1
4,2023-08-03,0.46268594,-1
5,2021-06-10,0.5188918,-1
6,2018-02-26,0.4537034,-1
7,2020-07-15,0.44307545,1
8,2024-01-08,0.5025828,-1
9,2023-07-18,0.4224905,1
10,2022-09-22,0.52411693,-1
11,2022-09-06,0.5090608,-1
12,2018-09-20,0.48246133,-1
13,2017-09-01,0.49349692,1
14,2015-10-23,0.49298036,1
15,2021-07-15,0.538308,1
16,2020-05-06,0.50212973,-1
17,2017-03-30,0.45798957,-1
18,2015-12-15,0.515541,-1
19,2024-01-25,0.4609028,1
20,2015-06-09,0.51670116,-1
21,2015-09-21,0.49792323,-1
22,2023-12-19,0.5007347,1
23,2022-02-08,0.46642876,-1
24,2019-10-25,0.489649,1
25,2021-09-22,0.48528817,-1
26,2022-08-18,0.4932653,-1
27,2019-09-23,0.48399532,-1
28,2017-06-26,0.527616,1
29,2019-03-15,0.5517729,-1
30,2016-01-04,0.43876126,-1
31,2017-10-06,0.47289756,1
32,2017-09-20,0.44611886,1
33,2022-03-15,0.4557941,1
34,2017-01-20,0.512875,1
35,2015-09-02,0.47967574,1
36,2018-07-31,0.50974035,1
37,2022-11-30,0.4849593,-1
38,2020-10-26,0.4822285,-1
39,2022-03-31,0.4613711,-1
40,2022-08-02,0.5205561,1
41,2022-10-10,0.4569495,1
42,2023-10-27,0.4958704,1
43,2022-01-04,0.45780778,1
44,2019-05-23,0.54162925,-1
45,2015-07-14,0.48186854,1
46,2018-09-04,0.4943409,1
47,2021-11-11,0.48831645,1
48,2023-05-24,0.49306953,1
49,2019-12-17,0.51062167,1
50,2018-10-08,0.5217807,-1
51,2023-01-05,0.47930458,1
52,2017-11-28,0.44832757,1
53,2023-05-08,0.5249565,-1
54,2015-11-27,0.47743016,-1
55,2021-08-18,0.48722437,1
56,2017-10-24,0.50764203,1
57,2016-02-08,0.43167356,1
58,2020-01-23,0.4960325,-1
59,2023-04-20,0.42713377,1
60,2022-05-23,0.52841246,1
61,2022-07-15,0.50693375,1
62,2019-06-27,0.4734916,1
63,2023-02-28,0.4534363,1
64,2021-01-22,0.50351197,-1
65,2020-12-16,0.48724478,-1
66,2020-11-11,0.4779845,1
67,2021-05-24,0.49068502,1
68,2023-01-24,0.5008569,1
69,2015-08-17,0.4935804,-1
70,2021-06-28,0.53836524,1
71,2017-07-13,0.5121262,1
72,2015-07-30,0.42696396,-1
73,2020-09-03,0.5081605,-1
74,2020-08-18,0.49101073,1
75,2022-06-09,0.4698137,-1
76,2016-09-20,0.48878774,1
77,2024-05-08,0.46933833,1
78,2016-06-08,0.48551294,-1
79,2018-07-13,0.48434368,1
80,2022-02-25,0.46148935,-1
81,2020-07-31,0.49425346,1
82,2016-10-24,0.48700154,-1
83,2016-02-25,0.47785363,1
84,2024-02-12,0.42644313,1
85,2017-05-04,0.5004952,-1
86,2018-01-22,0.40704814,-1
87,2017-04-18,0.48523334,1
88,2022-01-21,0.46403867,1
89,2020-10-08,0.44111124,1
90,2017-05-22,0.4585159,1
91,2016-03-14,0.4854794,1
92,2016-12-14,0.4730474,-1
93,2021-10-26,0.48479673,1
94,2021-02-26,0.46554506,-1
95,2016-08-16,0.47990277,-1
96,2022-11-11,0.48610258,-1
97,2024-04-22,0.48945034,-1
98,2023-09-07,0.4767406,-1
99,2018-08-16,0.5063959,1
100,2018-05-04,0.49244723,1
101,2018-10-24,0.47695646,1
102,2017-02-24,0.5288445,1
103,2023-06-12,0.50555843,-1
104,2022-10-26,0.42028618,-1
105,2024-03-18,0.48929277,1
106,2016-09-01,0.46217105,-1
107,2016-11-09,0.4946526,1
108,2021-11-30,0.5315078,1
109,2017-02-07,0.4728515,1
110,2024-02-29,0.48825976,-1
111,2023-10-11,0.48566246,-1
112,2015-10-07,0.49997416,1
113,2018-04-18,0.50364864,-1
114,2018-11-09,0.443758,-1
115,2016-01-21,0.49804187,1
116,2022-12-16,0.5603594,1
117,2020-04-01,0.43834382,1
118,2021-05-06,0.5122356,-1
119,2021-12-16,0.49178144,1
120,2018-04-02,0.4910561,1
121,2022-05-05,0.56276727,-1
122,2019-02-08,0.49793088,1
123,2024-04-04,0.4672873,-1
124,2017-11-09,0.41441312,-1
125,2023-06-29,0.5447526,-1
126,2018-01-03,0.4130897,1
127,2019-01-23,0.4458605,1
128,2020-01-06,0.45081168,1
129,2022-04-19,0.47944927,-1
130,2019-06-11,0.5003333,1
131,2016-07-29,0.496722,1
132,2017-07-31,0.48293594,-1
133,2020-03-16,0.45003957,-1
134,2019-05-07,0.5275299,-1
135,2021-08-02,0.49772456,1
136,2019-11-29,0.53132635,1
137,2019-07-16,0.50921273,1
138,2019-09-05,0.49659985,1
139,2021-09-03,0.47019497,-1
140,2023-12-01,0.47976917,1
141,2016-03-31,0.5292891,-1
142,2023-09-25,0.49303818,-1
143,2016-06-24,0.5055795,1
144,2016-10-06,0.5078905,-1
145,2021-10-08,0.46606138,1
146,2019-02-27,0.51984966,-1
